# Run(50) parameters:
	n_epochs=50,
	lr=0.001,
	lr_decay=0.8,
	weight_decay=0.0005,
	cv_layers=[2, 3, 4, 5],
{'fold': 8, 'epoch': 50, 'train_loss': 0.2575724124908447, 'val_loss': 0.6235347390174866, 'test_acc': 0.8775510191917419}
{'fold': 9, 'epoch': 10, 'train_loss': 1.8735469579696655, 'val_loss': 1.8504583835601807, 'test_acc': 0.3265306055545807}
{'fold': 9, 'epoch': 20, 'train_loss': 1.6063828468322754, 'val_loss': 1.5421310663223267, 'test_acc': 0.3469387888908386}
{'fold': 9, 'epoch': 30, 'train_loss': 1.1132413148880005, 'val_loss': 1.0477449893951416, 'test_acc': 0.6734693646430969}
{'fold': 9, 'epoch': 40, 'train_loss': 0.6231530904769897, 'val_loss': 0.6491846442222595, 'test_acc': 0.8367347121238708}
{'fold': 9, 'epoch': 50, 'train_loss': 0.3340001404285431, 'val_loss': 0.5108209848403931, 'test_acc': 0.8367347121238708}
Val Loss: 0.6504, Test Accuracy: 0.807 +/- 0.044, Duration: 5.006
Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

# Evaluating model(4): n_layers=3, n_hidden=16
{'fold': 0, 'epoch': 10, 'train_loss': 1.9150145053863525, 'val_loss': 1.9148385524749756, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 20, 'train_loss': 1.89320969581604, 'val_loss': 1.890207052230835, 'test_acc': 0.3199999928474426}
{'fold': 0, 'epoch': 30, 'train_loss': 1.8492463827133179, 'val_loss': 1.8495941162109375, 'test_acc': 0.4000000059604645}
{'fold': 0, 'epoch': 40, 'train_loss': 1.7912895679473877, 'val_loss': 1.7804571390151978, 'test_acc': 0.41999998688697815}
{'fold': 0, 'epoch': 50, 'train_loss': 1.6929512023925781, 'val_loss': 1.6703592538833618, 'test_acc': 0.46000000834465027}
{'fold': 1, 'epoch': 10, 'train_loss': 1.896592378616333, 'val_loss': 1.8961769342422485, 'test_acc': 0.18000000715255737}
{'fold': 1, 'epoch': 20, 'train_loss': 1.8642371892929077, 'val_loss': 1.878096103668213, 'test_acc': 0.5199999809265137}
{'fold': 1, 'epoch': 30, 'train_loss': 1.8296623229980469, 'val_loss': 1.8514865636825562, 'test_acc': 0.5600000023841858}
{'fold': 1, 'epoch': 40, 'train_loss': 1.7803840637207031, 'val_loss': 1.812572956085205, 'test_acc': 0.5600000023841858}
{'fold': 1, 'epoch': 50, 'train_loss': 1.6930192708969116, 'val_loss': 1.7560778856277466, 'test_acc': 0.5600000023841858}
{'fold': 2, 'epoch': 10, 'train_loss': 1.9295438528060913, 'val_loss': 1.9222453832626343, 'test_acc': 0.3799999952316284}
{'fold': 2, 'epoch': 20, 'train_loss': 1.887194275856018, 'val_loss': 1.887341022491455, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 30, 'train_loss': 1.8362177610397339, 'val_loss': 1.8375155925750732, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 40, 'train_loss': 1.7676879167556763, 'val_loss': 1.7675524950027466, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 50, 'train_loss': 1.673200249671936, 'val_loss': 1.6828445196151733, 'test_acc': 0.2800000011920929}
{'fold': 3, 'epoch': 10, 'train_loss': 1.9728565216064453, 'val_loss': 1.9704551696777344, 'test_acc': 0.07999999821186066}
{'fold': 3, 'epoch': 20, 'train_loss': 1.9467856884002686, 'val_loss': 1.9458470344543457, 'test_acc': 0.18000000715255737}
{'fold': 3, 'epoch': 30, 'train_loss': 1.903151273727417, 'val_loss': 1.9063743352890015, 'test_acc': 0.20000000298023224}
{'fold': 3, 'epoch': 40, 'train_loss': 1.8389819860458374, 'val_loss': 1.8450247049331665, 'test_acc': 0.3400000035762787}
{'fold': 3, 'epoch': 50, 'train_loss': 1.7593348026275635, 'val_loss': 1.7572687864303589, 'test_acc': 0.30000001192092896}
{'fold': 4, 'epoch': 10, 'train_loss': 1.9057163000106812, 'val_loss': 1.9108352661132812, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 20, 'train_loss': 1.8824973106384277, 'val_loss': 1.8930022716522217, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 30, 'train_loss': 1.8438820838928223, 'val_loss': 1.858635425567627, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 40, 'train_loss': 1.7717381715774536, 'val_loss': 1.8006491661071777, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 50, 'train_loss': 1.6789796352386475, 'val_loss': 1.7161558866500854, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 10, 'train_loss': 1.9471807479858398, 'val_loss': 1.9446876049041748, 'test_acc': 0.14000000059604645}
{'fold': 5, 'epoch': 20, 'train_loss': 1.9292259216308594, 'val_loss': 1.9280554056167603, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 30, 'train_loss': 1.8963353633880615, 'val_loss': 1.9023337364196777, 'test_acc': 0.4000000059604645}
{'fold': 5, 'epoch': 40, 'train_loss': 1.8565616607666016, 'val_loss': 1.8577125072479248, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 50, 'train_loss': 1.7678532600402832, 'val_loss': 1.7838340997695923, 'test_acc': 0.2800000011920929}
{'fold': 6, 'epoch': 10, 'train_loss': 1.9572466611862183, 'val_loss': 1.9553251266479492, 'test_acc': 0.1428571492433548}
{'fold': 6, 'epoch': 20, 'train_loss': 1.9233944416046143, 'val_loss': 1.919775366783142, 'test_acc': 0.1428571492433548}
{'fold': 6, 'epoch': 30, 'train_loss': 1.8574542999267578, 'val_loss': 1.8528735637664795, 'test_acc': 0.1428571492433548}
{'fold': 6, 'epoch': 40, 'train_loss': 1.7621538639068604, 'val_loss': 1.7523679733276367, 'test_acc': 0.16326530277729034}
{'fold': 6, 'epoch': 50, 'train_loss': 1.6943604946136475, 'val_loss': 1.632678508758545, 'test_acc': 0.3877550959587097}
{'fold': 7, 'epoch': 10, 'train_loss': 1.9279218912124634, 'val_loss': 1.9206534624099731, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 20, 'train_loss': 1.9001679420471191, 'val_loss': 1.8984527587890625, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 30, 'train_loss': 1.8627110719680786, 'val_loss': 1.8590869903564453, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 40, 'train_loss': 1.7889502048492432, 'val_loss': 1.7921888828277588, 'test_acc': 0.36734694242477417}
{'fold': 7, 'epoch': 50, 'train_loss': 1.6986744403839111, 'val_loss': 1.6926894187927246, 'test_acc': 0.3877550959587097}
{'fold': 8, 'epoch': 10, 'train_loss': 1.9391831159591675, 'val_loss': 1.9336943626403809, 'test_acc': 0.16326530277729034}
{'fold': 8, 'epoch': 20, 'train_loss': 1.9145066738128662, 'val_loss': 1.9073370695114136, 'test_acc': 0.18367347121238708}
{'fold': 8, 'epoch': 30, 'train_loss': 1.8739283084869385, 'val_loss': 1.8578206300735474, 'test_acc': 0.4693877696990967}
{'fold': 8, 'epoch': 40, 'train_loss': 1.810814380645752, 'val_loss': 1.7752264738082886, 'test_acc': 0.40816327929496765}
{'fold': 8, 'epoch': 50, 'train_loss': 1.7216638326644897, 'val_loss': 1.6675053834915161, 'test_acc': 0.40816327929496765}
{'fold': 9, 'epoch': 10, 'train_loss': 1.9181485176086426, 'val_loss': 1.912733554840088, 'test_acc': 0.1428571492433548}
{'fold': 9, 'epoch': 20, 'train_loss': 1.8958884477615356, 'val_loss': 1.8853943347930908, 'test_acc': 0.3469387888908386}
{'fold': 9, 'epoch': 30, 'train_loss': 1.867094874382019, 'val_loss': 1.851664662361145, 'test_acc': 0.40816327929496765}
{'fold': 9, 'epoch': 40, 'train_loss': 1.8133262395858765, 'val_loss': 1.8054713010787964, 'test_acc': 0.6122449040412903}
{'fold': 9, 'epoch': 50, 'train_loss': 1.7552446126937866, 'val_loss': 1.735979676246643, 'test_acc': 0.6734693646430969}
Val Loss: 1.7095, Test Accuracy: 0.402 +/- 0.132, Duration: 2.739
Model(4) results: accuracy=0.402, std=0.132, n_layers=3, n_hidden=16
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

# Evaluating model(5): n_layers=3, n_hidden=32
{'fold': 0, 'epoch': 10, 'train_loss': 1.9533483982086182, 'val_loss': 1.951423168182373, 'test_acc': 0.11999999731779099}
{'fold': 0, 'epoch': 20, 'train_loss': 1.9011788368225098, 'val_loss': 1.8956059217453003, 'test_acc': 0.20000000298023224}
{'fold': 0, 'epoch': 30, 'train_loss': 1.8167831897735596, 'val_loss': 1.7824534177780151, 'test_acc': 0.41999998688697815}
{'fold': 0, 'epoch': 40, 'train_loss': 1.6268390417099, 'val_loss': 1.5889428853988647, 'test_acc': 0.46000000834465027}
{'fold': 0, 'epoch': 50, 'train_loss': 1.4057663679122925, 'val_loss': 1.3449259996414185, 'test_acc': 0.5}
{'fold': 1, 'epoch': 10, 'train_loss': 1.9067342281341553, 'val_loss': 1.9085556268692017, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 20, 'train_loss': 1.8592127561569214, 'val_loss': 1.8654571771621704, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 30, 'train_loss': 1.7710096836090088, 'val_loss': 1.7917195558547974, 'test_acc': 0.36000001430511475}
{'fold': 1, 'epoch': 40, 'train_loss': 1.6035314798355103, 'val_loss': 1.660538673400879, 'test_acc': 0.5}
{'fold': 1, 'epoch': 50, 'train_loss': 1.4327038526535034, 'val_loss': 1.5190746784210205, 'test_acc': 0.4399999976158142}
{'fold': 2, 'epoch': 10, 'train_loss': 1.9156866073608398, 'val_loss': 1.9108089208602905, 'test_acc': 0.36000001430511475}
{'fold': 2, 'epoch': 20, 'train_loss': 1.8750361204147339, 'val_loss': 1.8638333082199097, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 30, 'train_loss': 1.7981756925582886, 'val_loss': 1.7816073894500732, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 40, 'train_loss': 1.6693508625030518, 'val_loss': 1.658788800239563, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 50, 'train_loss': 1.487910270690918, 'val_loss': 1.507971167564392, 'test_acc': 0.47999998927116394}
{'fold': 3, 'epoch': 10, 'train_loss': 1.9142024517059326, 'val_loss': 1.9152520895004272, 'test_acc': 0.1599999964237213}
{'fold': 3, 'epoch': 20, 'train_loss': 1.8801645040512085, 'val_loss': 1.8806973695755005, 'test_acc': 0.3799999952316284}
{'fold': 3, 'epoch': 30, 'train_loss': 1.8237868547439575, 'val_loss': 1.8043229579925537, 'test_acc': 0.2800000011920929}
{'fold': 3, 'epoch': 40, 'train_loss': 1.6846771240234375, 'val_loss': 1.6493266820907593, 'test_acc': 0.2800000011920929}
{'fold': 3, 'epoch': 50, 'train_loss': 1.4757225513458252, 'val_loss': 1.4405255317687988, 'test_acc': 0.4399999976158142}
{'fold': 4, 'epoch': 10, 'train_loss': 1.9264941215515137, 'val_loss': 1.9304832220077515, 'test_acc': 0.1599999964237213}
{'fold': 4, 'epoch': 20, 'train_loss': 1.877290964126587, 'val_loss': 1.8883203268051147, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 30, 'train_loss': 1.7666178941726685, 'val_loss': 1.8004108667373657, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 40, 'train_loss': 1.622452974319458, 'val_loss': 1.6656907796859741, 'test_acc': 0.36000001430511475}
{'fold': 4, 'epoch': 50, 'train_loss': 1.4073642492294312, 'val_loss': 1.5290910005569458, 'test_acc': 0.6000000238418579}
{'fold': 5, 'epoch': 10, 'train_loss': 1.8869930505752563, 'val_loss': 1.8937023878097534, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 20, 'train_loss': 1.8570497035980225, 'val_loss': 1.8647891283035278, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 30, 'train_loss': 1.7842317819595337, 'val_loss': 1.8029972314834595, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 40, 'train_loss': 1.6598767042160034, 'val_loss': 1.683964490890503, 'test_acc': 0.3799999952316284}
{'fold': 5, 'epoch': 50, 'train_loss': 1.4842240810394287, 'val_loss': 1.5123960971832275, 'test_acc': 0.4399999976158142}
{'fold': 6, 'epoch': 10, 'train_loss': 1.9162585735321045, 'val_loss': 1.9187031984329224, 'test_acc': 0.16326530277729034}
{'fold': 6, 'epoch': 20, 'train_loss': 1.8727946281433105, 'val_loss': 1.8699870109558105, 'test_acc': 0.4285714328289032}
{'fold': 6, 'epoch': 30, 'train_loss': 1.7660884857177734, 'val_loss': 1.7661552429199219, 'test_acc': 0.4693877696990967}
{'fold': 6, 'epoch': 40, 'train_loss': 1.5984015464782715, 'val_loss': 1.5850259065628052, 'test_acc': 0.4693877696990967}
{'fold': 6, 'epoch': 50, 'train_loss': 1.3781687021255493, 'val_loss': 1.3524088859558105, 'test_acc': 0.4693877696990967}
{'fold': 7, 'epoch': 10, 'train_loss': 1.9184216260910034, 'val_loss': 1.9140745401382446, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 20, 'train_loss': 1.8821079730987549, 'val_loss': 1.878949522972107, 'test_acc': 0.36734694242477417}
{'fold': 7, 'epoch': 30, 'train_loss': 1.8232444524765015, 'val_loss': 1.8043736219406128, 'test_acc': 0.4693877696990967}
{'fold': 7, 'epoch': 40, 'train_loss': 1.6855677366256714, 'val_loss': 1.6562951803207397, 'test_acc': 0.4897959232330322}
{'fold': 7, 'epoch': 50, 'train_loss': 1.4667598009109497, 'val_loss': 1.418654203414917, 'test_acc': 0.5510203838348389}
{'fold': 8, 'epoch': 10, 'train_loss': 1.9134868383407593, 'val_loss': 1.91765558719635, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 20, 'train_loss': 1.8676971197128296, 'val_loss': 1.8616935014724731, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 30, 'train_loss': 1.7786602973937988, 'val_loss': 1.7389568090438843, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 40, 'train_loss': 1.612877607345581, 'val_loss': 1.5489470958709717, 'test_acc': 0.36734694242477417}
{'fold': 8, 'epoch': 50, 'train_loss': 1.3775826692581177, 'val_loss': 1.3239864110946655, 'test_acc': 0.4897959232330322}
{'fold': 9, 'epoch': 10, 'train_loss': 1.9355686902999878, 'val_loss': 1.9262627363204956, 'test_acc': 0.1428571492433548}
{'fold': 9, 'epoch': 20, 'train_loss': 1.869006872177124, 'val_loss': 1.8273000717163086, 'test_acc': 0.36734694242477417}
{'fold': 9, 'epoch': 30, 'train_loss': 1.7512774467468262, 'val_loss': 1.6613540649414062, 'test_acc': 0.36734694242477417}
{'fold': 9, 'epoch': 40, 'train_loss': 1.5763797760009766, 'val_loss': 1.4613655805587769, 'test_acc': 0.4693877696990967}
{'fold': 9, 'epoch': 50, 'train_loss': 1.3929551839828491, 'val_loss': 1.2753974199295044, 'test_acc': 0.4897959232330322}
Val Loss: 1.4224, Test Accuracy: 0.490 +/- 0.052, Duration: 3.197
Model(5) results: accuracy=0.490, std=0.052, n_layers=3, n_hidden=32
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

# Evaluating model(6): n_layers=3, n_hidden=64
{'fold': 0, 'epoch': 10, 'train_loss': 1.9046683311462402, 'val_loss': 1.9052356481552124, 'test_acc': 0.3400000035762787}
{'fold': 0, 'epoch': 20, 'train_loss': 1.8075746297836304, 'val_loss': 1.803921103477478, 'test_acc': 0.3799999952316284}
{'fold': 0, 'epoch': 30, 'train_loss': 1.5444139242172241, 'val_loss': 1.5327880382537842, 'test_acc': 0.41999998688697815}
{'fold': 0, 'epoch': 40, 'train_loss': 1.2271013259887695, 'val_loss': 1.2044450044631958, 'test_acc': 0.4000000059604645}
{'fold': 0, 'epoch': 50, 'train_loss': 0.8923860192298889, 'val_loss': 0.9149347543716431, 'test_acc': 0.5400000214576721}
{'fold': 1, 'epoch': 10, 'train_loss': 1.937389612197876, 'val_loss': 1.936113715171814, 'test_acc': 0.14000000059604645}
{'fold': 1, 'epoch': 20, 'train_loss': 1.862654447555542, 'val_loss': 1.8676539659500122, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 30, 'train_loss': 1.6814326047897339, 'val_loss': 1.7242006063461304, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 40, 'train_loss': 1.4231319427490234, 'val_loss': 1.5375639200210571, 'test_acc': 0.4000000059604645}
{'fold': 1, 'epoch': 50, 'train_loss': 1.0750480890274048, 'val_loss': 1.323948621749878, 'test_acc': 0.6800000071525574}
{'fold': 2, 'epoch': 10, 'train_loss': 1.8877366781234741, 'val_loss': 1.8802778720855713, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 20, 'train_loss': 1.75062894821167, 'val_loss': 1.750373125076294, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 30, 'train_loss': 1.5296189785003662, 'val_loss': 1.5566238164901733, 'test_acc': 0.3400000035762787}
{'fold': 2, 'epoch': 40, 'train_loss': 1.2273821830749512, 'val_loss': 1.3037993907928467, 'test_acc': 0.6200000047683716}
{'fold': 2, 'epoch': 50, 'train_loss': 0.8953825235366821, 'val_loss': 0.9929439425468445, 'test_acc': 0.6800000071525574}
{'fold': 3, 'epoch': 10, 'train_loss': 1.9214493036270142, 'val_loss': 1.9178086519241333, 'test_acc': 0.1599999964237213}
{'fold': 3, 'epoch': 20, 'train_loss': 1.773174524307251, 'val_loss': 1.7638976573944092, 'test_acc': 0.30000001192092896}
{'fold': 3, 'epoch': 30, 'train_loss': 1.5138542652130127, 'val_loss': 1.5039863586425781, 'test_acc': 0.41999998688697815}
{'fold': 3, 'epoch': 40, 'train_loss': 1.1655138731002808, 'val_loss': 1.1975295543670654, 'test_acc': 0.5199999809265137}
{'fold': 3, 'epoch': 50, 'train_loss': 0.8892927169799805, 'val_loss': 0.9603216052055359, 'test_acc': 0.6200000047683716}
{'fold': 4, 'epoch': 10, 'train_loss': 1.9304434061050415, 'val_loss': 1.9342824220657349, 'test_acc': 0.25999999046325684}
{'fold': 4, 'epoch': 20, 'train_loss': 1.8195970058441162, 'val_loss': 1.8325635194778442, 'test_acc': 0.30000001192092896}
{'fold': 4, 'epoch': 30, 'train_loss': 1.5425182580947876, 'val_loss': 1.6034157276153564, 'test_acc': 0.41999998688697815}
{'fold': 4, 'epoch': 40, 'train_loss': 1.1449460983276367, 'val_loss': 1.3161712884902954, 'test_acc': 0.6600000262260437}
{'fold': 4, 'epoch': 50, 'train_loss': 0.7752525806427002, 'val_loss': 1.081418514251709, 'test_acc': 0.7599999904632568}
{'fold': 5, 'epoch': 10, 'train_loss': 1.9053345918655396, 'val_loss': 1.9067071676254272, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 20, 'train_loss': 1.8097130060195923, 'val_loss': 1.8097561597824097, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 30, 'train_loss': 1.5645053386688232, 'val_loss': 1.572249412536621, 'test_acc': 0.4000000059604645}
{'fold': 5, 'epoch': 40, 'train_loss': 1.279416561126709, 'val_loss': 1.2843765020370483, 'test_acc': 0.5}
{'fold': 5, 'epoch': 50, 'train_loss': 0.9793761372566223, 'val_loss': 0.9958667159080505, 'test_acc': 0.6399999856948853}
{'fold': 6, 'epoch': 10, 'train_loss': 1.9291622638702393, 'val_loss': 1.9252653121948242, 'test_acc': 0.2857142984867096}
{'fold': 6, 'epoch': 20, 'train_loss': 1.8109554052352905, 'val_loss': 1.8136204481124878, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 30, 'train_loss': 1.6028411388397217, 'val_loss': 1.5828404426574707, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 40, 'train_loss': 1.2051384449005127, 'val_loss': 1.2176330089569092, 'test_acc': 0.6326530575752258}
{'fold': 6, 'epoch': 50, 'train_loss': 0.885723352432251, 'val_loss': 0.8708767890930176, 'test_acc': 0.7142857313156128}
{'fold': 7, 'epoch': 10, 'train_loss': 1.9243921041488647, 'val_loss': 1.9215993881225586, 'test_acc': 0.18367347121238708}
{'fold': 7, 'epoch': 20, 'train_loss': 1.8504022359848022, 'val_loss': 1.8335691690444946, 'test_acc': 0.4285714328289032}
{'fold': 7, 'epoch': 30, 'train_loss': 1.6391242742538452, 'val_loss': 1.6112840175628662, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 40, 'train_loss': 1.307055115699768, 'val_loss': 1.2785955667495728, 'test_acc': 0.6326530575752258}
{'fold': 7, 'epoch': 50, 'train_loss': 0.8979007601737976, 'val_loss': 0.8942003846168518, 'test_acc': 0.7142857313156128}
{'fold': 8, 'epoch': 10, 'train_loss': 1.8857545852661133, 'val_loss': 1.8744831085205078, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 20, 'train_loss': 1.7721251249313354, 'val_loss': 1.7332403659820557, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 30, 'train_loss': 1.5733017921447754, 'val_loss': 1.4924019575119019, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 40, 'train_loss': 1.2547441720962524, 'val_loss': 1.1544994115829468, 'test_acc': 0.7346938848495483}
{'fold': 8, 'epoch': 50, 'train_loss': 0.841710090637207, 'val_loss': 0.8469855785369873, 'test_acc': 0.7551020383834839}
{'fold': 9, 'epoch': 10, 'train_loss': 1.9109915494918823, 'val_loss': 1.9005992412567139, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 20, 'train_loss': 1.7952555418014526, 'val_loss': 1.7572689056396484, 'test_acc': 0.3265306055545807}
{'fold': 9, 'epoch': 30, 'train_loss': 1.5275241136550903, 'val_loss': 1.4399369955062866, 'test_acc': 0.4693877696990967}
{'fold': 9, 'epoch': 40, 'train_loss': 1.20702064037323, 'val_loss': 1.1162296533584595, 'test_acc': 0.5714285969734192}
{'fold': 9, 'epoch': 50, 'train_loss': 0.8505034446716309, 'val_loss': 0.819673478603363, 'test_acc': 0.6938775777816772}
Val Loss: 0.9701, Test Accuracy: 0.680 +/- 0.066, Duration: 3.998
Model(6) results: accuracy=0.680, std=0.066, n_layers=3, n_hidden=64
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

# Evaluating model(7): n_layers=3, n_hidden=128
{'fold': 0, 'epoch': 10, 'train_loss': 1.8827292919158936, 'val_loss': 1.8686552047729492, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 20, 'train_loss': 1.5938942432403564, 'val_loss': 1.580151915550232, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 30, 'train_loss': 1.093683123588562, 'val_loss': 1.0062593221664429, 'test_acc': 0.6200000047683716}
{'fold': 0, 'epoch': 40, 'train_loss': 0.569847583770752, 'val_loss': 0.5867785811424255, 'test_acc': 0.7200000286102295}
{'fold': 0, 'epoch': 50, 'train_loss': 0.28883352875709534, 'val_loss': 0.5199078917503357, 'test_acc': 0.800000011920929}
{'fold': 1, 'epoch': 10, 'train_loss': 1.895047903060913, 'val_loss': 1.8956053256988525, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 20, 'train_loss': 1.6162662506103516, 'val_loss': 1.6619958877563477, 'test_acc': 0.3799999952316284}
{'fold': 1, 'epoch': 30, 'train_loss': 1.0757997035980225, 'val_loss': 1.261704444885254, 'test_acc': 0.6399999856948853}
{'fold': 1, 'epoch': 40, 'train_loss': 0.6749807596206665, 'val_loss': 1.1337758302688599, 'test_acc': 0.6800000071525574}
{'fold': 1, 'epoch': 50, 'train_loss': 0.39490583539009094, 'val_loss': 1.1552329063415527, 'test_acc': 0.7400000095367432}
{'fold': 2, 'epoch': 10, 'train_loss': 1.8503180742263794, 'val_loss': 1.8364139795303345, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 20, 'train_loss': 1.5525697469711304, 'val_loss': 1.5633920431137085, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 30, 'train_loss': 1.0163019895553589, 'val_loss': 1.1019916534423828, 'test_acc': 0.7400000095367432}
{'fold': 2, 'epoch': 40, 'train_loss': 0.6027143597602844, 'val_loss': 0.8140294551849365, 'test_acc': 0.7200000286102295}
{'fold': 2, 'epoch': 50, 'train_loss': 0.4035888910293579, 'val_loss': 0.6645994782447815, 'test_acc': 0.7599999904632568}
{'fold': 3, 'epoch': 10, 'train_loss': 1.8573664426803589, 'val_loss': 1.849107265472412, 'test_acc': 0.2800000011920929}
{'fold': 3, 'epoch': 20, 'train_loss': 1.5767107009887695, 'val_loss': 1.5536727905273438, 'test_acc': 0.3799999952316284}
{'fold': 3, 'epoch': 30, 'train_loss': 1.0599762201309204, 'val_loss': 1.1063563823699951, 'test_acc': 0.5799999833106995}
{'fold': 3, 'epoch': 40, 'train_loss': 0.6043356657028198, 'val_loss': 0.7439900040626526, 'test_acc': 0.699999988079071}
{'fold': 3, 'epoch': 50, 'train_loss': 0.29504796862602234, 'val_loss': 0.5315763354301453, 'test_acc': 0.699999988079071}
{'fold': 4, 'epoch': 10, 'train_loss': 1.8900998830795288, 'val_loss': 1.8883928060531616, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 20, 'train_loss': 1.6400587558746338, 'val_loss': 1.6761120557785034, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 30, 'train_loss': 1.1237529516220093, 'val_loss': 1.2363872528076172, 'test_acc': 0.6000000238418579}
{'fold': 4, 'epoch': 40, 'train_loss': 0.6636531949043274, 'val_loss': 0.963025689125061, 'test_acc': 0.7799999713897705}
{'fold': 4, 'epoch': 50, 'train_loss': 0.33038485050201416, 'val_loss': 0.9735973477363586, 'test_acc': 0.8399999737739563}
{'fold': 5, 'epoch': 10, 'train_loss': 1.867228627204895, 'val_loss': 1.864700436592102, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 20, 'train_loss': 1.5755271911621094, 'val_loss': 1.5707216262817383, 'test_acc': 0.4399999976158142}
{'fold': 5, 'epoch': 30, 'train_loss': 0.964849054813385, 'val_loss': 0.9794113636016846, 'test_acc': 0.7200000286102295}
{'fold': 5, 'epoch': 40, 'train_loss': 0.5120537877082825, 'val_loss': 0.6168078780174255, 'test_acc': 0.7599999904632568}
{'fold': 5, 'epoch': 50, 'train_loss': 0.27480700612068176, 'val_loss': 0.5341485738754272, 'test_acc': 0.8399999737739563}
{'fold': 6, 'epoch': 10, 'train_loss': 1.8231942653656006, 'val_loss': 1.822065830230713, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 20, 'train_loss': 1.5352952480316162, 'val_loss': 1.536892056465149, 'test_acc': 0.3265306055545807}
{'fold': 6, 'epoch': 30, 'train_loss': 1.0818787813186646, 'val_loss': 1.1000664234161377, 'test_acc': 0.6530612111091614}
{'fold': 6, 'epoch': 40, 'train_loss': 0.6839422583580017, 'val_loss': 0.8048379421234131, 'test_acc': 0.7142857313156128}
{'fold': 6, 'epoch': 50, 'train_loss': 0.382497102022171, 'val_loss': 0.7009881734848022, 'test_acc': 0.795918345451355}
{'fold': 7, 'epoch': 10, 'train_loss': 1.884909987449646, 'val_loss': 1.8710973262786865, 'test_acc': 0.3265306055545807}
{'fold': 7, 'epoch': 20, 'train_loss': 1.6102575063705444, 'val_loss': 1.5757036209106445, 'test_acc': 0.44897958636283875}
{'fold': 7, 'epoch': 30, 'train_loss': 1.0747590065002441, 'val_loss': 1.0429214239120483, 'test_acc': 0.6326530575752258}
